date,temperature,humidity,luminosity
2019-12-11 15:19:23.833,21.3,35.8,302
2019-12-11 15:19:21.560,21.3,35.8,302
2019-12-11 15:19:19.283,21.3,35.8,302
2019-12-11 15:19:17.005,21.3,35.8,305
2019-12-11 15:19:14.732,21.3,35.8,302
2019-12-11 15:19:12.455,21.3,35.7,302
2019-12-11 15:19:10.177,21.3,35.7,297
2019-12-11 15:19:07.901,21.3,35.7,302
2019-12-11 15:19:05.627,21.3,35.7,302
2019-12-11 15:19:03.349,21.3,35.7,302
2019-12-11 15:19:01.072,21.3,35.6,302
2019-12-11 15:18:58.800,21.3,35.6,302
2019-12-11 15:18:56.522,21.3,35.5,302
2019-12-11 15:18:54.245,21.3,35.5,302
2019-12-11 15:18:51.971,21.3,35.5,302
2019-12-11 15:18:49.694,21.4,35.6,302
2019-12-11 15:18:47.417,21.4,35.6,302
2019-12-11 15:18:45.143,21.3,35.5,302
2019-12-11 15:18:42.866,21.4,35.6,302
2019-12-11 15:18:40.589,21.4,35.6,302
2019-12-11 15:18:38.316,21.4,35.6,300
2019-12-11 15:18:36.038,21.4,35.7,295
2019-12-11 15:18:33.761,21.4,35.7,295
2019-12-11 15:18:31.483,21.4,35.7,297
2019-12-11 15:18:29.210,21.4,35.7,300
2019-12-11 15:18:26.933,21.4,35.7,300
2019-12-11 15:18:24.656,21.4,35.7,302
2019-12-11 15:18:22.383,21.4,35.7,300
2019-12-11 15:18:20.105,21.4,35.7,300
2019-12-11 15:18:17.828,21.4,35.7,300
2019-12-11 15:18:15.554,21.4,35.7,297
2019-12-11 15:18:13.277,21.4,35.7,288
2019-12-11 15:18:11.000,21.4,35.8,288
2019-12-11 15:18:08.727,21.4,35.8,297
2019-12-11 15:18:06.449,21.4,35.8,302
2019-12-11 15:18:04.172,21.4,35.9,302
2019-12-11 15:18:01.898,21.4,35.9,302
2019-12-11 15:17:59.621,21.4,35.9,305
2019-12-11 15:17:57.344,21.4,36.0,302
2019-12-11 15:17:55.067,21.4,36.0,300
2019-12-11 15:17:52.793,21.4,36.1,293
2019-12-11 15:17:50.516,21.4,36.1,295
2019-12-11 15:17:48.239,21.4,36.2,293
2019-12-11 15:17:45.966,21.4,36.2,295
2019-12-11 15:17:43.688,21.4,36.2,293
2019-12-11 15:17:41.411,21.4,36.3,293
2019-12-11 15:17:39.138,21.4,36.3,295
2019-12-11 15:17:36.860,21.4,36.4,293
2019-12-11 15:17:34.583,21.4,36.4,293
2019-12-11 15:17:32.310,21.3,36.4,295
2019-12-11 15:17:30.032,21.4,36.5,293
2019-12-11 15:17:27.755,21.4,36.6,300
2019-12-11 15:17:25.482,21.3,36.5,300
2019-12-11 15:17:23.205,21.3,36.5,297
2019-12-11 15:17:20.928,21.3,36.3,302
2019-12-11 15:17:18.655,21.3,36.0,305
2019-12-11 15:17:16.378,21.3,36.0,300
2019-12-11 15:17:14.099,21.3,36.0,293
2019-12-11 15:17:11.826,21.3,36.0,284
2019-12-11 15:17:09.549,21.3,36.0,286
2019-12-11 15:17:07.271,21.3,36.0,297
2019-12-11 15:17:04.998,21.3,36.0,300
2019-12-11 15:17:02.721,21.3,36.0,300
2019-12-11 15:17:00.444,21.3,36.0,284
2019-12-11 15:16:58.170,21.3,36.0,286
2019-12-11 15:16:55.893,21.3,36.0,291
2019-12-11 15:16:53.616,21.3,36.0,291
2019-12-11 15:16:51.343,21.3,36.0,288
2019-12-11 15:16:49.065,21.3,36.1,288
2019-12-11 15:16:46.788,21.3,36.1,288
2019-12-11 15:16:44.511,21.3,36.1,288
2019-12-11 15:16:42.238,21.3,36.1,291
2019-12-11 15:16:39.960,21.3,36.2,291
2019-12-11 15:16:37.683,21.3,36.2,291
2019-12-11 15:16:35.409,21.3,36.2,291
2019-12-11 15:16:33.132,21.3,36.2,291
2019-12-11 15:16:30.855,21.3,36.2,282
2019-12-11 15:16:28.581,21.3,36.2,288
2019-12-11 15:16:26.305,21.3,36.2,288
2019-12-11 15:16:24.027,21.3,36.2,286
2019-12-11 15:16:21.754,21.3,36.3,288
2019-12-11 15:16:19.477,21.3,36.3,288
2019-12-11 15:16:17.199,21.3,36.3,288
2019-12-11 15:16:14.926,21.3,36.3,288
2019-12-11 15:16:12.649,21.3,36.3,291
2019-12-11 15:16:10.371,21.3,36.4,288
2019-12-11 15:16:08.098,21.3,36.5,288
2019-12-11 15:16:05.821,21.3,36.6,286
2019-12-11 15:16:03.543,21.3,36.6,286
2019-12-11 15:16:01.270,21.3,36.6,288
2019-12-11 15:15:58.993,21.3,36.6,291
2019-12-11 15:15:56.716,21.3,36.6,288
2019-12-11 15:15:54.443,21.3,36.6,286
2019-12-11 15:15:52.165,21.3,36.6,288
2019-12-11 15:15:49.888,21.3,36.5,288
2019-12-11 15:15:47.615,21.3,36.5,291
2019-12-11 15:15:45.338,21.3,36.5,288
2019-12-11 15:15:43.060,21.3,36.5,288
2019-12-11 15:15:40.786,21.3,36.6,291
2019-12-11 15:15:38.510,21.3,36.6,288
2019-12-11 15:15:36.232,21.3,36.6,288
2019-12-11 15:15:33.959,21.3,36.6,288
2019-12-11 15:15:31.682,21.3,36.5,288
2019-12-11 15:15:29.404,21.3,36.5,297
2019-12-11 15:15:27.131,21.3,36.5,302
2019-12-11 15:15:24.853,21.3,36.5,302
2019-12-11 15:15:22.576,21.3,36.5,300
2019-12-11 15:15:20.299,21.3,36.5,297
2019-12-11 15:15:18.027,21.3,36.5,302
2019-12-11 15:15:15.748,21.3,36.5,288
2019-12-11 15:15:13.471,21.3,36.5,288
